jrhoernschemeyer@localhost:~> ssh becjessi@blogin.nhr.zib.de
Last login: Mon Jul 21 13:20:11 2025 from 62.144.229.184

********************************************************************************
*                                                                              *
*               Welcome to NHR@ZIB system "Lise" on node blogin4               *
*               (Rocky Linux 9.5, Environment Modules 5.4.0)                   *
*                                                                              *
*  Manual   ->  https://user.nhr.zib.de                                        *
*  Support  ->  mailto:support@nhr.zib.de                                      *
*                                                                              *
********************************************************************************

Module NHRZIBenv loaded.
Module sw.clx.el9 loaded.
Module slurm (current version 24.11.5) loaded.
blogin4:~ $ salloc -p gpu-a100:shared -n1 -c4 --gres=gpu:1 --time=6:00:00
salloc: Pending job allocation 8673196
salloc: job 8673196 queued and waiting for resources
salloc: job 8673196 has been allocated resources
salloc: Granted job allocation 8673196
salloc: Nodes bgn1004 are ready for job
blogin4:~ $ python nhr_new998.py 
^CTraceback (most recent call last):
  File "/home/becjessi/nhr_new998.py", line 337, in <module>
    val_ds   = InMemoryHoodDataset(val_paths)
  File "/home/becjessi/nhr_new998.py", line 264, in __init__
    idx = nbrs.kneighbors(sites, return_distance=False)   # (S, N_NEIGHBORS)
  File "/home/becjessi/.local/lib/python3.9/site-packages/sklearn/neighbors/_base.py", line 869, in kneighbors
    results = ArgKmin.compute(
  File "/home/becjessi/.local/lib/python3.9/site-packages/sklearn/metrics/_pairwise_distances_reduction/_dispatcher.py", line 293, in compute
    return ArgKmin32.compute(
  File "sklearn/metrics/_pairwise_distances_reduction/_argkmin.pyx", line 550, in sklearn.metrics._pairwise_distances_reduction._argkmin.ArgKmin32.compute
  File "/home/becjessi/.local/lib/python3.9/site-packages/threadpoolctl.py", line 592, in __exit__
    def __exit__(self, type, value, traceback):
KeyboardInterrupt

blogin4:~ $ module load anaconda3
Module for Anaconda 2023.09 (Python 3.9.20) loaded.
blogin4:~ $ conda activate jessi
(jessi) blogin4:~ $ python nhr_new998-H.py 
Whole model          : 9,860
{'runid': '20250721_174829', 'num_nbrs': 100, 'num_nbrs_egnn': 11, 'learning_rate': [0.005], 'dataset': ('Hinputs/*.npz', 749, 300), 'epochs': 200, 'dim': 3, 'depth': 2, 'basis': 3, 'hidden_dim': 2, 'num_heads': 6, 'dropout': [0.03, 0.03], 'rbf cutoff': 20.0, 'loss': L1Loss(), 'params': 9860}
^CTraceback (most recent call last):
  File "/home/becjessi/nhr_new998-H.py", line 475, in <module>
    loss.backward(); optimizer.step()
  File "/home/becjessi/.conda/envs/jessi/lib/python3.10/site-packages/torch/_tensor.py", line 487, in backward
    torch.autograd.backward(
  File "/home/becjessi/.conda/envs/jessi/lib/python3.10/site-packages/torch/autograd/__init__.py", line 200, in backward
    Variable._execution_engine.run_backward(  # Calls into the C++ engine to run the backward pass
KeyboardInterrupt

(jessi) blogin4:~ $ ssh bgn1004
Last login: Mon Jul 21 17:48:41 2025 from blogin4.usr.hlrn.de

********************************************************************************
*                                                                              *
*               Welcome to NHR@ZIB system "Lise" on node bgn1004               *
*               (Rocky Linux 8.10, Environment Modules 5.4.0)                  *
*                                                                              *
*  Manual   ->  https://user.nhr.zib.de                                        *
*  Support  ->  mailto:support@nhr.zib.de                                      *
*                                                                              *
********************************************************************************

Module NHRZIBenv loaded.
Module sw.a100 loaded.
Module slurm (current version 24.11.5) loaded.
bgn1004:~ $ module load anaconda3
Module for Anaconda 2023.09 (Python 3.9.20) loaded.
bgn1004:~ $ conda activate jessi
(jessi) bgn1004:~ $ python nhr_new998-H.py 
Whole model          : 9,860
{'runid': '20250721_175135', 'num_nbrs': 100, 'num_nbrs_egnn': 11, 'learning_rate': [0.005], 'dataset': ('Hinputs/*.npz', 749, 300), 'epochs': 200, 'dim': 3, 'depth': 2, 'basis': 3, 'hidden_dim': 2, 'num_heads': 6, 'dropout': [0.03, 0.03], 'rbf cutoff': 20.0, 'loss': L1Loss(), 'params': 9860}
Epoch   0 | train L1 = 0.9329
Epoch  77 | train L1 = 0.5482
              |  val L1 = 0.5240
Epoch  78 | train L1 = 0.5489
              |  val L1 = 0.5190
Epoch  79 | train L1 = 0.5481
              |  val L1 = 0.5242
Epoch  80 | train L1 = 0.5462
              |  val L1 = 0.5319
Epoch  81 | train L1 = 0.5573
              |  val L1 = 0.5305
Epoch  82 | train L1 = 0.5446
              |  val L1 = 0.5626
Epoch  83 | train L1 = 0.6034
              |  val L1 = 0.5216
Epoch  84 | train L1 = 0.5434
              |  val L1 = 0.5506
Epoch  85 | train L1 = 0.5469
              |  val L1 = 0.5483
Epoch  86 | train L1 = 0.5441
              |  val L1 = 0.5248
Epoch  87 | train L1 = 0.5571
              |  val L1 = 0.5311
Epoch  88 | train L1 = 0.5818
              |  val L1 = 0.5161
Epoch  89 | train L1 = 0.5357
              |  val L1 = 0.5370
Epoch  90 | train L1 = 0.5371
              |  val L1 = 0.5214
Epoch  91 | train L1 = 0.5346
              |  val L1 = 0.5561
Epoch  92 | train L1 = 0.5387
              |  val L1 = 0.5109
Epoch  93 | train L1 = 0.5355
              |  val L1 = 0.5058
Epoch  94 | train L1 = 0.5338
              |  val L1 = 0.5312
Epoch  95 | train L1 = 0.5333
              |  val L1 = 0.5246
Epoch  96 | train L1 = 0.5332
              |  val L1 = 0.5061
Epoch  97 | train L1 = 0.5317
              |  val L1 = 0.5270
Epoch  98 | train L1 = 0.5333
              |  val L1 = 0.5072
Epoch  99 | train L1 = 0.5295
              |  val L1 = 0.4995
Epoch 100 | train L1 = 0.5278
              |  val L1 = 0.5124
Epoch 101 | train L1 = 0.5274
              |  val L1 = 0.5246
Epoch 102 | train L1 = 0.5273
              |  val L1 = 0.5120
Epoch 103 | train L1 = 0.5278
              |  val L1 = 0.5017
Epoch 104 | train L1 = 0.5312
              |  val L1 = 0.5059
Epoch 105 | train L1 = 0.5277
              |  val L1 = 0.4982
Epoch 106 | train L1 = 0.5248
              |  val L1 = 0.5099
Epoch 107 | train L1 = 0.5237
              |  val L1 = 0.4988
Epoch 108 | train L1 = 0.5243
              |  val L1 = 0.5173
Epoch 109 | train L1 = 0.5196
              |  val L1 = 0.4965
Epoch 110 | train L1 = 0.5276
              |  val L1 = 0.5054
Epoch 111 | train L1 = 0.5191
              |  val L1 = 0.5006
Epoch 112 | train L1 = 0.5229
              |  val L1 = 0.5099
Epoch 113 | train L1 = 0.5190
              |  val L1 = 0.5022
Epoch 114 | train L1 = 0.5409
              |  val L1 = 0.5796
Epoch 115 | train L1 = 0.5423
              |  val L1 = 0.5035
Epoch 116 | train L1 = 0.5215
              |  val L1 = 0.5047
Epoch 117 | train L1 = 0.5201
              |  val L1 = 0.5333
Epoch 118 | train L1 = 0.5200
              |  val L1 = 0.5173
Epoch 119 | train L1 = 0.5189
              |  val L1 = 0.5183
Epoch 120 | train L1 = 0.5207
              |  val L1 = 0.5126
Epoch 121 | train L1 = 0.5186
              |  val L1 = 0.4869
Epoch 122 | train L1 = 0.5163
              |  val L1 = 0.4939
Epoch 123 | train L1 = 0.5157
              |  val L1 = 0.5107
Epoch 124 | train L1 = 0.5131
              |  val L1 = 0.4929
Epoch 125 | train L1 = 0.5130
              |  val L1 = 0.4919
Epoch 126 | train L1 = 0.5130
              |  val L1 = 0.4889
Epoch 127 | train L1 = 0.5122
              |  val L1 = 0.5019
Epoch 128 | train L1 = 0.5132
              |  val L1 = 0.4920
Epoch 129 | train L1 = 0.5106
              |  val L1 = 0.4947
Epoch 130 | train L1 = 0.5105
              |  val L1 = 0.4885
Epoch 131 | train L1 = 0.5061
              |  val L1 = 0.4857
Epoch 132 | train L1 = 0.5083
              |  val L1 = 0.5028
Epoch 133 | train L1 = 0.5055
              |  val L1 = 0.4927
Epoch 134 | train L1 = 0.5084
              |  val L1 = 0.4928
Epoch 135 | train L1 = 0.5088
              |  val L1 = 0.4886
Epoch 136 | train L1 = 0.5039
              |  val L1 = 0.4973
Epoch 137 | train L1 = 0.5065
              |  val L1 = 0.4985
Epoch 138 | train L1 = 0.5046
              |  val L1 = 0.4803
Epoch 139 | train L1 = 0.5045
              |  val L1 = 0.4826
Epoch 140 | train L1 = 0.5033
              |  val L1 = 0.4829
Epoch 141 | train L1 = 0.5030
              |  val L1 = 0.5010
Epoch 142 | train L1 = 0.5041
              |  val L1 = 0.4894
Epoch 143 | train L1 = 0.5030
              |  val L1 = 0.4807
Epoch 144 | train L1 = 0.5010
              |  val L1 = 0.4761
Epoch 145 | train L1 = 0.5028
              |  val L1 = 0.4934
Epoch 146 | train L1 = 0.4978
              |  val L1 = 0.4888
Epoch 147 | train L1 = 0.5000
              |  val L1 = 0.5263
Epoch 148 | train L1 = 0.4999
              |  val L1 = 0.4846
Epoch 149 | train L1 = 0.5025
              |  val L1 = 0.4801
Epoch 150 | train L1 = 0.5051
              |  val L1 = 0.4867
Epoch 151 | train L1 = 0.5012
              |  val L1 = 0.4766
Epoch 152 | train L1 = 0.5001
              |  val L1 = 0.4958
Epoch 153 | train L1 = 0.4978
              |  val L1 = 0.4834
Epoch 154 | train L1 = 0.4964
              |  val L1 = 0.4814
Epoch 155 | train L1 = 0.4984
              |  val L1 = 0.4835
Epoch 156 | train L1 = 0.4970
              |  val L1 = 0.5147
Epoch 157 | train L1 = 0.4967
              |  val L1 = 0.4896
Epoch 158 | train L1 = 0.4953
              |  val L1 = 0.4818
Epoch 159 | train L1 = 0.4952
              |  val L1 = 0.4849
Epoch 160 | train L1 = 0.4953
              |  val L1 = 0.4907
Epoch 161 | train L1 = 0.4948
              |  val L1 = 0.4759
Epoch 162 | train L1 = 0.4936
              |  val L1 = 0.4803
Epoch 163 | train L1 = 0.4949
              |  val L1 = 0.4774
Epoch 164 | train L1 = 0.4946
              |  val L1 = 0.4748
Epoch 165 | train L1 = 0.4950
              |  val L1 = 0.4748
Epoch 166 | train L1 = 0.4929
              |  val L1 = 0.4935
Epoch 167 | train L1 = 0.4900
              |  val L1 = 0.4826
Epoch 168 | train L1 = 0.4922
              |  val L1 = 0.4749
Epoch 169 | train L1 = 0.4926
              |  val L1 = 0.4747
Epoch 170 | train L1 = 0.4909
              |  val L1 = 0.4735
Epoch 171 | train L1 = 0.4914
              |  val L1 = 0.4865
Epoch 172 | train L1 = 0.4898
              |  val L1 = 0.4896
Epoch 173 | train L1 = 0.4909
              |  val L1 = 0.5270
Epoch 174 | train L1 = 0.4893
              |  val L1 = 0.4792
Epoch 175 | train L1 = 0.4886
              |  val L1 = 0.4825
Epoch 176 | train L1 = 0.4887
              |  val L1 = 0.4964
Epoch 177 | train L1 = 0.4894
              |  val L1 = 0.4659
Epoch 178 | train L1 = 0.4885
              |  val L1 = 0.4796
Epoch 179 | train L1 = 0.4885
              |  val L1 = 0.4832
Epoch 180 | train L1 = 0.4868
              |  val L1 = 0.4815
Epoch 181 | train L1 = 0.4865
              |  val L1 = 0.4708
Epoch 182 | train L1 = 0.4871
              |  val L1 = 0.4772
Epoch 183 | train L1 = 0.4870
              |  val L1 = 0.4636
Epoch 184 | train L1 = 0.4884
              |  val L1 = 0.4664
Epoch 185 | train L1 = 0.4863
              |  val L1 = 0.4808
Epoch 186 | train L1 = 0.4868
              |  val L1 = 0.4710
Epoch 187 | train L1 = 0.4883
              |  val L1 = 0.4714
Epoch 188 | train L1 = 0.4879
              |  val L1 = 0.4744
Epoch 189 | train L1 = 0.4883
              |  val L1 = 0.4674
Epoch 190 | train L1 = 0.4854
              |  val L1 = 0.4895
Epoch 191 | train L1 = 0.4857
              |  val L1 = 0.4892
Epoch 192 | train L1 = 0.4852
              |  val L1 = 0.4661
Epoch 193 | train L1 = 0.4875
              |  val L1 = 0.4733
Epoch 194 | train L1 = 0.4845
              |  val L1 = 0.4756
Epoch 195 | train L1 = 0.4834
              |  val L1 = 0.4667
Epoch 196 | train L1 = 0.4867
              |  val L1 = 0.4685
Epoch 197 | train L1 = 0.4832
              |  val L1 = 0.4675
Epoch 198 | train L1 = 0.4842
              |  val L1 = 0.4739
Epoch 199 | train L1 = 0.4866
              |  val L1 = 0.4709
Saved checkpoint_20250721_183714.pt (48.1 min) 48.115736031532286
(jessi) bgn1004:~ $ 



